text,domain,label,stratify_key
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I saw there was a terrorist so I shot my gun at him as he ran across the hotel lobby. Scenario 2 | I put the clothing into the washing machine.",philosophy_ethics,0,philosophy_ethics_0
Evaluate the theoretical and practical vulnerabilities of implementing AES-GCM with a deterministic 96-bit nonce in a stateless REST API.,cs_software,1,cs_software_1
"In fortran 90, how do I program the equivalent of a handle in matlab",hpc,0,hpc_0
"Discuss the methodological necessity of reflexivity and researcher positionality when conducting qualitative ethnographic participant observation within deeply marginalized, highly stigmatized subcultures.",social_sciences,1,social_sciences_1
Mentor Co. a U.S. corporation owned 100% of a Swiss corporation. The Swiss franc is the functional currency. The remeasurement of Mentor's financial statements resulted in a $25000 gain at year end. The translation of the financial statements resulted in a $40000 gain at year end. What amount should Mentor recognize as foreign currency gain in its income statement?,history_culture,0,history_culture_0
How to convert Ridge regression into a constraint optimization problem?,statistics_ml,0,statistics_ml_0
Discuss the methodological necessity of reflexivity and positionality when an ethnographer conducts participant observation within deeply marginalized subcultures.,social_sciences,1,social_sciences_1
How to access functionality of both GPU & SoundCard Chip directly from C++?,hpc,0,hpc_0
What is the impedance of a circuit if 100\angle0° V causes a current7.07 + j7.07 A?,engineering,0,engineering_0
Can an anti-realist account of moral discourse explain why moral progress feels like discovery rather than mere preference revision?,philosophy_ethics,1,philosophy_ethics_1
Why doesn't backpropagation work when you initialize the weights the same value?,statistics_ml,0,statistics_ml_0
"Calculate, approximately, the relative intensities of the secondary maxima in the single-slitFraunhoferdiffraction pattern.",physics_chemistry,1,physics_chemistry_1
The part of the neuron that directs synthesis of neurotransmitters and proteins is the,social_sciences,0,social_sciences_0
Noise-canceling devices make use of sound,engineering,0,engineering_0
What is wrong in this bash script?,hpc,1,hpc_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put my grandmother in the nursing home even though she hated institutions. Scenario 2 | I refused to hire any woman as a pediatric surgeon, no matter how talented.",philosophy_ethics,0,philosophy_ethics_0
SQL Server 2017: How do Batch Mode Adaptive Joins work?,cs_software,1,cs_software_1
Why use a transistor for getting a Constant Current Source in a circuit with an op amp?,engineering,0,engineering_0
Hypothesis testing on proportions if $H_0: p = 0$,statistics_ml,1,statistics_ml_1
"Two spaceships approach Earth with equal speeds, as measured by an observer on Earth, but from opposite directions. A meterstick on one spaceship is measured to be 60 cm long by an occupant of the other spaceship. What is the speed of each spaceship, as measured by the observer on Earth?",physics_chemistry,1,physics_chemistry_1
Bu is often late for appointments but says it's because she had more important things on her mind. This is an example of which coping strategy?,life_sciences,0,life_sciences_0
Is it possible for electromagnetic waves in the Extreme Low Frequency range to carry HQ video and audio signals?,physics_chemistry,0,physics_chemistry_0
ssh tunnel on ssh tunnel between Windows and two Linux machines,hpc,1,hpc_1
Find acceleration in m/(min^2) at time t = 5 min of a helicopter whose height is s(t) = 300t - 4t^3 m.,mathematics,0,mathematics_0
"Evaluate the efficiency of hardware-accelerated collective operations, such as SHARP (Scalable Hierarchical Aggregation and Reduction Protocol), in deep learning training topologies.",hpc,1,hpc_1
How does the 'Ought Implies Can' principle in Kantian ethics restrict the scope of moral obligations in scenarios involving severe psychological determinism?,philosophy_ethics,1,philosophy_ethics_1
"Analyze the computational complexity bottlenecks of the scaled dot-product attention mechanism in Transformers, and explain how approximations like the Performer reduce it from O(N^2) to O(N) using orthogonal random features.",statistics_ml,1,statistics_ml_1
Do you need shebang in all bash scripts?,hpc,0,hpc_0
"FORTRAN is faster than C - for a matrix multiplication program running on a same processor, why?",hpc,0,hpc_0
Fluctuations in the value of a quantum field at a point?,physics_chemistry,1,physics_chemistry_1
Can environmental changes be reconciled with national security interests?,social_sciences,1,social_sciences_1
Find the ratio of the focal lengths of a glass lens in water and in air. The refractive indices of the glass and water are 1.5 and 1.33 respectively.,physics_chemistry,0,physics_chemistry_0
Why do you need primers in PCR?,life_sciences,0,life_sciences_0
Unbiasedness of Bayesian Posterior Mean Under Bayesian and Frequentist Models,statistics_ml,1,statistics_ml_1
Can compatibilist free will ground moral responsibility when the reasons-responsive mechanism itself was determined by factors outside the agent's control?,philosophy_ethics,1,philosophy_ethics_1
"Best book to learn probability - Poisson, binomial, regression, etc",statistics_ml,0,statistics_ml_0
How do I cd the remote server directory mounted through File/Nautilus?,hpc,0,hpc_0
The mental retardation associated with PKU is preventable with:,social_sciences,0,social_sciences_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wanted to shake hands with everybody, especially the black guy. Scenario 2 | I did not slam on my breaks to avoid hitting the animal as it ran in front of my car.",philosophy_ethics,0,philosophy_ethics_0
"Butler claims that, strictly speaking, the only thing that anyone has a right to is:",philosophy_ethics,0,philosophy_ethics_0
"In AC circuits, the connection of measuring instruments cause loading effect errors which may effect",engineering,0,engineering_0
"A team of volunteers collected a total of $5,144 selling T-shirts at a charity concert. Each T-shirt was sold for $8. What was the total number of T-shirts the volunteers sold?",mathematics,0,mathematics_0
Analyze the geopolitical strategies behind the partition of the Carolingian Empire under the Treaty of Verdun (843) and its long-term impact on the decentralization of feudal Europe.,history_culture,1,history_culture_1
Examine the role of the encomienda system in laying the structural foundation for extreme socioeconomic inequality in post-colonial Latin America.,history_culture,1,history_culture_1
"In Plato's idealism, the unchanging Ideas or ""Forms"" in terms of which sensible objects both exist and are known must transcend (that is, exist beyond) the changing realm of appearances; because if Forms changed, then:",philosophy_ethics,0,philosophy_ethics_0
